2024-08-09T13:29:05Z - CPU: 80, MEM: 15251, TEMP: 55, POWER: 73
2024-08-09T15:09:47Z - CPU: 42, MEM: 26561, TEMP: 88, POWER: 86
2024-08-09T15:09:48Z - CPU: 67, MEM: 4626, TEMP: 66, POWER: 55
2024-08-09T15:09:49Z - CPU: 74, MEM: 12616, TEMP: 41, POWER: 46
2024-08-09T15:09:50Z - CPU: 30, MEM: 3112, TEMP: 67, POWER: 52
2024-08-09T15:09:51Z - CPU: 70, MEM: 26795, TEMP: 62, POWER: 117
2024-08-09T15:09:52Z - CPU: 60, MEM: 1811, TEMP: 77, POWER: 55
2024-08-09T15:09:53Z - CPU: 90, MEM: 17540, TEMP: 68, POWER: 105
2024-08-09T15:09:54Z - CPU: 40, MEM: 14769, TEMP: 77, POWER: 66
2024-08-09T15:09:55Z - CPU: 99, MEM: 4948, TEMP: 85, POWER: 90
2024-08-09T15:09:56Z - CPU: 27, MEM: 20163, TEMP: 73, POWER: 47
2024-08-09T15:09:57Z - CPU: 44, MEM: 28159, TEMP: 88, POWER: 88
2024-08-09T15:09:58Z - CPU: 74, MEM: 8750, TEMP: 58, POWER: 44
2024-08-09T15:09:59Z - CPU: 75, MEM: 31307, TEMP: 38, POWER: 62
2024-08-09T15:10:00Z - CPU: 67, MEM: 27164, TEMP: 49, POWER: 118
2024-08-09T15:10:01Z - CPU: 28, MEM: 15716, TEMP: 52, POWER: 66
2024-08-09T15:10:02Z - CPU: 77, MEM: 19291, TEMP: 52, POWER: 43
2024-08-09T15:10:03Z - CPU: 11, MEM: 1146, TEMP: 86, POWER: 84
2024-08-09T15:10:04Z - CPU: 68, MEM: 988, TEMP: 36, POWER: 84
2024-08-09T15:10:05Z - CPU: 51, MEM: 14498, TEMP: 64, POWER: 80
2024-08-09T15:10:06Z - CPU: 29, MEM: 9525, TEMP: 78, POWER: 71
2024-08-09T15:10:07Z - CPU: 34, MEM: 7826, TEMP: 36, POWER: 40
2024-08-09T15:10:08Z - CPU: 29, MEM: 24352, TEMP: 34, POWER: 57
2024-08-09T15:10:09Z - CPU: 56, MEM: 11237, TEMP: 51, POWER: 62
2024-08-09T15:10:10Z - CPU: 30, MEM: 23034, TEMP: 70, POWER: 42
2024-08-09T15:10:11Z - CPU: 97, MEM: 18492, TEMP: 46, POWER: 65
2024-08-09T15:10:12Z - CPU: 93, MEM: 8517, TEMP: 38, POWER: 51
2024-08-09T15:10:13Z - CPU: 98, MEM: 31131, TEMP: 39, POWER: 82
2024-08-09T15:10:14Z - CPU: 35, MEM: 7718, TEMP: 85, POWER: 58
2024-08-09T15:10:15Z - CPU: 100, MEM: 9960, TEMP: 33, POWER: 54
2024-08-09T15:10:16Z - CPU: 62, MEM: 8680, TEMP: 83, POWER: 53
2024-08-09T15:10:17Z - CPU: 36, MEM: 27247, TEMP: 39, POWER: 101
2024-08-09T15:10:18Z - CPU: 49, MEM: 1686, TEMP: 85, POWER: 104
2024-08-09T15:10:19Z - CPU: 85, MEM: 29793, TEMP: 76, POWER: 84
2024-08-09T15:10:20Z - CPU: 49, MEM: 15078, TEMP: 76, POWER: 54
2024-08-09T15:10:21Z - CPU: 41, MEM: 879, TEMP: 39, POWER: 120
2024-08-09T15:10:22Z - CPU: 97, MEM: 14826, TEMP: 85, POWER: 84
2024-08-09T15:10:23Z - CPU: 70, MEM: 18613, TEMP: 51, POWER: 40
2024-08-09T15:10:24Z - CPU: 20, MEM: 6236, TEMP: 37, POWER: 109
2024-08-09T15:10:25Z - CPU: 99, MEM: 14186, TEMP: 61, POWER: 76
2024-08-09T15:10:26Z - CPU: 58, MEM: 986, TEMP: 59, POWER: 102
2024-08-09T15:10:27Z - CPU: 51, MEM: 27184, TEMP: 53, POWER: 80
2024-08-09T15:10:28Z - CPU: 81, MEM: 2215, TEMP: 51, POWER: 82
2024-08-09T15:10:29Z - CPU: 28, MEM: 29739, TEMP: 46, POWER: 75
2024-08-09T15:10:30Z - CPU: 34, MEM: 18791, TEMP: 37, POWER: 51
2024-08-09T15:10:31Z - CPU: 66, MEM: 7521, TEMP: 68, POWER: 66
2024-08-09T15:10:32Z - CPU: 72, MEM: 19557, TEMP: 82, POWER: 112
2024-08-09T15:10:33Z - CPU: 36, MEM: 13630, TEMP: 45, POWER: 48
2024-08-09T15:10:34Z - CPU: 71, MEM: 13485, TEMP: 36, POWER: 59
2024-08-09T15:10:35Z - CPU: 36, MEM: 29971, TEMP: 33, POWER: 90
2024-08-09T15:10:36Z - CPU: 80, MEM: 26225, TEMP: 73, POWER: 75
2024-08-09T15:10:37Z - CPU: 48, MEM: 29330, TEMP: 43, POWER: 73
2024-08-09T15:10:38Z - CPU: 68, MEM: 16775, TEMP: 52, POWER: 98
2024-08-09T15:10:39Z - CPU: 36, MEM: 8788, TEMP: 83, POWER: 47
2024-08-09T15:10:40Z - CPU: 19, MEM: 27625, TEMP: 50, POWER: 89
2024-08-09T15:10:41Z - CPU: 29, MEM: 27220, TEMP: 73, POWER: 102
2024-08-09T15:10:42Z - CPU: 47, MEM: 11316, TEMP: 35, POWER: 112
2024-08-09T15:10:43Z - CPU: 87, MEM: 17521, TEMP: 60, POWER: 77
2024-08-09T15:10:44Z - CPU: 54, MEM: 21546, TEMP: 55, POWER: 109
2024-08-09T15:10:45Z - CPU: 22, MEM: 28911, TEMP: 55, POWER: 106
2024-08-09T15:10:46Z - CPU: 72, MEM: 15153, TEMP: 65, POWER: 79
2024-08-09T15:10:47Z - CPU: 30, MEM: 14582, TEMP: 40, POWER: 77
2024-08-09T15:10:48Z - CPU: 70, MEM: 18641, TEMP: 49, POWER: 103
2024-08-09T15:10:49Z - CPU: 96, MEM: 16658, TEMP: 72, POWER: 116
2024-08-09T15:10:50Z - CPU: 67, MEM: 3898, TEMP: 33, POWER: 55
2024-08-09T15:10:51Z - CPU: 100, MEM: 27570, TEMP: 69, POWER: 92
2024-08-09T15:10:52Z - CPU: 31, MEM: 30140, TEMP: 65, POWER: 111
2024-08-09T15:10:53Z - CPU: 65, MEM: 19369, TEMP: 76, POWER: 115
2024-08-09T15:10:54Z - CPU: 54, MEM: 29517, TEMP: 86, POWER: 109
2024-08-09T15:10:55Z - CPU: 49, MEM: 9904, TEMP: 66, POWER: 55
2024-08-09T15:10:56Z - CPU: 80, MEM: 22790, TEMP: 80, POWER: 42
2024-08-09T15:10:57Z - CPU: 17, MEM: 2017, TEMP: 57, POWER: 110
2024-08-09T15:10:58Z - CPU: 29, MEM: 11430, TEMP: 50, POWER: 95
2024-08-09T15:10:59Z - CPU: 66, MEM: 25149, TEMP: 48, POWER: 84
2024-08-09T15:11:00Z - CPU: 67, MEM: 4877, TEMP: 82, POWER: 62
2024-08-09T15:11:01Z - CPU: 58, MEM: 17192, TEMP: 55, POWER: 72
2024-08-09T15:11:02Z - CPU: 96, MEM: 19138, TEMP: 41, POWER: 102
2024-08-09T15:11:03Z - CPU: 22, MEM: 5352, TEMP: 58, POWER: 52
2024-08-09T15:11:04Z - CPU: 23, MEM: 13935, TEMP: 71, POWER: 83
2024-08-09T15:11:05Z - CPU: 35, MEM: 28970, TEMP: 59, POWER: 81
2024-08-09T15:11:06Z - CPU: 56, MEM: 30560, TEMP: 52, POWER: 56
2024-08-09T15:11:07Z - CPU: 24, MEM: 892, TEMP: 78, POWER: 56
2024-08-09T15:11:08Z - CPU: 62, MEM: 6151, TEMP: 62, POWER: 74
2024-08-09T15:11:09Z - CPU: 87, MEM: 31700, TEMP: 67, POWER: 110
2024-08-09T15:11:10Z - CPU: 70, MEM: 18042, TEMP: 41, POWER: 81
2024-08-09T15:11:11Z - CPU: 76, MEM: 4359, TEMP: 87, POWER: 111
2024-08-09T15:11:12Z - CPU: 91, MEM: 7923, TEMP: 60, POWER: 90
2024-08-09T15:11:13Z - CPU: 64, MEM: 4947, TEMP: 44, POWER: 63
2024-08-09T15:11:14Z - CPU: 100, MEM: 1615, TEMP: 47, POWER: 78
2024-08-09T15:11:15Z - CPU: 32, MEM: 3798, TEMP: 37, POWER: 88
2024-08-09T15:11:16Z - CPU: 11, MEM: 5265, TEMP: 76, POWER: 108
2024-08-09T15:11:17Z - CPU: 60, MEM: 1076, TEMP: 37, POWER: 99
2024-08-09T15:11:18Z - CPU: 25, MEM: 3932, TEMP: 68, POWER: 62
2024-08-09T15:11:19Z - CPU: 84, MEM: 3190, TEMP: 86, POWER: 89
2024-08-09T15:11:20Z - CPU: 98, MEM: 29820, TEMP: 51, POWER: 58
2024-08-09T15:11:21Z - CPU: 37, MEM: 26822, TEMP: 82, POWER: 70
2024-08-09T15:11:22Z - CPU: 54, MEM: 5213, TEMP: 61, POWER: 89
2024-08-09T15:11:23Z - CPU: 51, MEM: 10163, TEMP: 51, POWER: 89
2024-08-09T15:11:24Z - CPU: 52, MEM: 15506, TEMP: 34, POWER: 90
2024-08-09T15:11:25Z - CPU: 16, MEM: 13907, TEMP: 64, POWER: 71
2024-08-09T15:11:26Z - CPU: 53, MEM: 29264, TEMP: 54, POWER: 53
2024-08-09T15:11:27Z - CPU: 53, MEM: 23708, TEMP: 81, POWER: 53
2024-08-09T15:11:28Z - CPU: 16, MEM: 15601, TEMP: 72, POWER: 43
2024-08-09T15:11:29Z - CPU: 85, MEM: 20457, TEMP: 72, POWER: 48
2024-08-09T15:11:30Z - CPU: 12, MEM: 1680, TEMP: 44, POWER: 93
2024-08-09T15:11:31Z - CPU: 10, MEM: 21883, TEMP: 34, POWER: 81
2024-08-09T15:11:32Z - CPU: 44, MEM: 26612, TEMP: 32, POWER: 96
2024-08-09T15:11:33Z - CPU: 96, MEM: 29942, TEMP: 73, POWER: 42
2024-08-09T15:11:34Z - CPU: 64, MEM: 24638, TEMP: 75, POWER: 86
2024-08-09T15:11:35Z - CPU: 89, MEM: 15072, TEMP: 85, POWER: 117
2024-08-09T15:11:36Z - CPU: 82, MEM: 8761, TEMP: 42, POWER: 56
2024-08-09T15:11:37Z - CPU: 93, MEM: 2854, TEMP: 82, POWER: 115
2024-08-09T15:11:38Z - CPU: 87, MEM: 19827, TEMP: 36, POWER: 119
2024-08-09T15:11:39Z - CPU: 28, MEM: 919, TEMP: 86, POWER: 114
2024-08-09T15:11:40Z - CPU: 71, MEM: 4766, TEMP: 48, POWER: 72
2024-08-09T15:11:41Z - CPU: 28, MEM: 28262, TEMP: 61, POWER: 67
2024-08-09T15:11:42Z - CPU: 11, MEM: 28174, TEMP: 61, POWER: 69
2024-08-09T15:11:43Z - CPU: 36, MEM: 17580, TEMP: 68, POWER: 91
2024-08-09T15:11:44Z - CPU: 23, MEM: 29246, TEMP: 52, POWER: 96
2024-08-09T15:11:45Z - CPU: 64, MEM: 16612, TEMP: 58, POWER: 108
2024-08-09T15:11:46Z - CPU: 60, MEM: 8780, TEMP: 65, POWER: 114
2024-08-09T15:11:47Z - CPU: 62, MEM: 1932, TEMP: 33, POWER: 42
2024-08-09T15:11:48Z - CPU: 43, MEM: 23672, TEMP: 54, POWER: 111
2024-08-09T15:11:49Z - CPU: 89, MEM: 15115, TEMP: 36, POWER: 62
2024-08-09T15:11:50Z - CPU: 48, MEM: 21672, TEMP: 87, POWER: 64
2024-08-09T15:11:51Z - CPU: 54, MEM: 31591, TEMP: 45, POWER: 115
2024-08-09T15:11:52Z - CPU: 36, MEM: 7911, TEMP: 78, POWER: 113
2024-08-09T15:11:53Z - CPU: 17, MEM: 31626, TEMP: 58, POWER: 50
2024-08-09T15:11:54Z - CPU: 87, MEM: 18914, TEMP: 59, POWER: 50
2024-08-09T15:11:55Z - CPU: 93, MEM: 2181, TEMP: 69, POWER: 46
2024-08-09T15:11:56Z - CPU: 88, MEM: 2410, TEMP: 74, POWER: 64
2024-08-09T15:11:57Z - CPU: 34, MEM: 22350, TEMP: 40, POWER: 68
2024-08-09T15:11:58Z - CPU: 63, MEM: 28917, TEMP: 86, POWER: 44
2024-08-09T15:11:59Z - CPU: 54, MEM: 17528, TEMP: 40, POWER: 100
2024-08-09T15:12:00Z - CPU: 76, MEM: 15900, TEMP: 71, POWER: 58
2024-08-09T15:12:01Z - CPU: 89, MEM: 10626, TEMP: 75, POWER: 88
2024-08-09T15:12:02Z - CPU: 77, MEM: 13086, TEMP: 72, POWER: 100
2024-08-09T15:12:03Z - CPU: 38, MEM: 7658, TEMP: 41, POWER: 88
2024-08-09T15:12:04Z - CPU: 68, MEM: 1915, TEMP: 81, POWER: 47
2024-08-09T15:12:05Z - CPU: 25, MEM: 9109, TEMP: 80, POWER: 59
2024-08-09T15:12:06Z - CPU: 74, MEM: 17371, TEMP: 56, POWER: 88
2024-08-09T15:12:07Z - CPU: 41, MEM: 26953, TEMP: 48, POWER: 85
2024-08-09T15:12:08Z - CPU: 26, MEM: 2501, TEMP: 70, POWER: 59
2024-08-09T15:12:09Z - CPU: 72, MEM: 7475, TEMP: 63, POWER: 106
2024-08-09T15:12:10Z - CPU: 58, MEM: 28904, TEMP: 50, POWER: 93
2024-08-09T15:12:11Z - CPU: 14, MEM: 20322, TEMP: 54, POWER: 89
2024-08-09T15:12:12Z - CPU: 73, MEM: 20534, TEMP: 67, POWER: 97
2024-08-09T15:12:13Z - CPU: 29, MEM: 25673, TEMP: 40, POWER: 63
2024-08-09T15:12:14Z - CPU: 36, MEM: 29251, TEMP: 76, POWER: 67
2024-08-09T15:12:15Z - CPU: 62, MEM: 5953, TEMP: 37, POWER: 86
2024-08-09T15:12:16Z - CPU: 61, MEM: 24523, TEMP: 73, POWER: 88
2024-08-09T15:12:17Z - CPU: 62, MEM: 3333, TEMP: 51, POWER: 113
2024-08-09T15:12:18Z - CPU: 78, MEM: 14889, TEMP: 64, POWER: 63
2024-08-09T15:12:19Z - CPU: 74, MEM: 30260, TEMP: 79, POWER: 115
2024-08-09T15:12:20Z - CPU: 10, MEM: 9696, TEMP: 37, POWER: 70
2024-08-09T15:12:21Z - CPU: 77, MEM: 16851, TEMP: 77, POWER: 114
2024-08-09T15:12:22Z - CPU: 94, MEM: 17686, TEMP: 62, POWER: 90
2024-08-09T15:12:23Z - CPU: 84, MEM: 24520, TEMP: 49, POWER: 89
2024-08-09T15:12:24Z - CPU: 24, MEM: 16916, TEMP: 54, POWER: 54
2024-08-09T15:12:25Z - CPU: 87, MEM: 4960, TEMP: 51, POWER: 88
2024-08-09T15:12:26Z - CPU: 21, MEM: 27079, TEMP: 71, POWER: 110
2024-08-09T15:12:27Z - CPU: 14, MEM: 21962, TEMP: 52, POWER: 69
2024-08-09T15:12:28Z - CPU: 95, MEM: 22082, TEMP: 63, POWER: 59
2024-08-09T15:12:29Z - CPU: 13, MEM: 18585, TEMP: 54, POWER: 101
2024-08-09T15:12:30Z - CPU: 48, MEM: 10554, TEMP: 65, POWER: 52
2024-08-09T15:12:31Z - CPU: 15, MEM: 14406, TEMP: 87, POWER: 45
2024-08-09T15:12:32Z - CPU: 42, MEM: 22153, TEMP: 64, POWER: 114
2024-08-09T15:12:33Z - CPU: 80, MEM: 11948, TEMP: 81, POWER: 71
2024-08-09T15:12:34Z - CPU: 80, MEM: 1227, TEMP: 37, POWER: 86
2024-08-09T15:12:35Z - CPU: 21, MEM: 5515, TEMP: 70, POWER: 119
2024-08-09T15:12:36Z - CPU: 22, MEM: 22853, TEMP: 85, POWER: 68
2024-08-09T15:12:37Z - CPU: 72, MEM: 26885, TEMP: 34, POWER: 82
2024-08-09T15:12:38Z - CPU: 13, MEM: 12185, TEMP: 36, POWER: 120
2024-08-09T15:12:39Z - CPU: 40, MEM: 31267, TEMP: 43, POWER: 47
2024-08-09T15:12:40Z - CPU: 95, MEM: 26386, TEMP: 70, POWER: 82
2024-08-09T15:12:41Z - CPU: 37, MEM: 16721, TEMP: 75, POWER: 101
2024-08-09T15:12:42Z - CPU: 96, MEM: 7102, TEMP: 59, POWER: 70
2024-08-09T15:12:43Z - CPU: 36, MEM: 16606, TEMP: 82, POWER: 116
2024-08-09T15:12:44Z - CPU: 34, MEM: 19151, TEMP: 73, POWER: 56
2024-08-09T15:12:45Z - CPU: 58, MEM: 30590, TEMP: 76, POWER: 92
2024-08-09T15:12:46Z - CPU: 16, MEM: 3354, TEMP: 45, POWER: 87
2024-08-09T15:12:47Z - CPU: 35, MEM: 25288, TEMP: 61, POWER: 73
2024-08-09T15:12:48Z - CPU: 79, MEM: 24984, TEMP: 56, POWER: 95
2024-08-09T15:12:49Z - CPU: 44, MEM: 4535, TEMP: 71, POWER: 116
2024-08-09T15:12:50Z - CPU: 27, MEM: 2023, TEMP: 48, POWER: 99
2024-08-09T15:12:51Z - CPU: 23, MEM: 18221, TEMP: 82, POWER: 82
2024-08-09T15:12:52Z - CPU: 68, MEM: 27337, TEMP: 59, POWER: 88
2024-08-09T15:12:53Z - CPU: 83, MEM: 11371, TEMP: 74, POWER: 51
2024-08-09T15:12:54Z - CPU: 41, MEM: 6820, TEMP: 34, POWER: 71
2024-08-09T15:12:55Z - CPU: 49, MEM: 5019, TEMP: 42, POWER: 108
2024-08-09T15:12:56Z - CPU: 20, MEM: 22529, TEMP: 33, POWER: 69
2024-08-09T15:12:57Z - CPU: 24, MEM: 19015, TEMP: 88, POWER: 105
2024-08-09T15:12:58Z - CPU: 25, MEM: 11790, TEMP: 33, POWER: 76
2024-08-09T15:12:59Z - CPU: 44, MEM: 31711, TEMP: 54, POWER: 55
2024-08-09T15:13:00Z - CPU: 49, MEM: 7452, TEMP: 57, POWER: 102
2024-08-09T15:13:01Z - CPU: 80, MEM: 9270, TEMP: 40, POWER: 47
2024-08-09T15:13:02Z - CPU: 60, MEM: 21793, TEMP: 42, POWER: 87
2024-08-09T15:13:03Z - CPU: 76, MEM: 4613, TEMP: 62, POWER: 116
2024-08-09T15:13:04Z - CPU: 55, MEM: 1622, TEMP: 53, POWER: 120
2024-08-09T15:13:05Z - CPU: 34, MEM: 31079, TEMP: 49, POWER: 108
2024-08-09T15:13:06Z - CPU: 96, MEM: 7451, TEMP: 36, POWER: 61
2024-08-09T15:13:07Z - CPU: 15, MEM: 5724, TEMP: 38, POWER: 80
2024-08-09T15:13:08Z - CPU: 37, MEM: 27054, TEMP: 55, POWER: 68
2024-08-09T15:13:09Z - CPU: 22, MEM: 24390, TEMP: 54, POWER: 74
2024-08-09T15:13:10Z - CPU: 100, MEM: 23928, TEMP: 77, POWER: 105
2024-08-09T15:13:11Z - CPU: 50, MEM: 18287, TEMP: 60, POWER: 68
2024-08-09T15:13:12Z - CPU: 63, MEM: 13344, TEMP: 41, POWER: 116
2024-08-09T15:13:13Z - CPU: 40, MEM: 4480, TEMP: 40, POWER: 49
2024-08-09T15:13:14Z - CPU: 90, MEM: 2037, TEMP: 78, POWER: 99
2024-08-09T15:13:15Z - CPU: 65, MEM: 12811, TEMP: 66, POWER: 54
2024-08-09T15:13:16Z - CPU: 19, MEM: 31849, TEMP: 46, POWER: 102
2024-08-09T15:13:17Z - CPU: 75, MEM: 16899, TEMP: 80, POWER: 118
2024-08-09T15:13:18Z - CPU: 13, MEM: 30865, TEMP: 66, POWER: 97
2024-08-09T15:13:19Z - CPU: 94, MEM: 1886, TEMP: 66, POWER: 70
2024-08-09T15:13:20Z - CPU: 45, MEM: 29094, TEMP: 47, POWER: 68
2024-08-09T15:13:21Z - CPU: 51, MEM: 26875, TEMP: 56, POWER: 118
2024-08-09T15:13:22Z - CPU: 50, MEM: 17798, TEMP: 59, POWER: 65
2024-08-09T15:13:23Z - CPU: 49, MEM: 20054, TEMP: 63, POWER: 46
2024-08-09T15:13:24Z - CPU: 85, MEM: 9524, TEMP: 64, POWER: 79
2024-08-09T15:13:25Z - CPU: 67, MEM: 5333, TEMP: 41, POWER: 71
2024-08-09T15:13:26Z - CPU: 35, MEM: 3924, TEMP: 43, POWER: 49
2024-08-09T15:13:27Z - CPU: 93, MEM: 28895, TEMP: 64, POWER: 113
2024-08-09T15:13:28Z - CPU: 97, MEM: 23216, TEMP: 63, POWER: 67
2024-08-09T15:13:29Z - CPU: 79, MEM: 14910, TEMP: 80, POWER: 100
2024-08-09T15:13:30Z - CPU: 43, MEM: 20661, TEMP: 43, POWER: 116
2024-08-09T15:13:31Z - CPU: 56, MEM: 20132, TEMP: 61, POWER: 57
2024-08-09T15:13:32Z - CPU: 96, MEM: 22518, TEMP: 46, POWER: 65
2024-08-09T15:13:33Z - CPU: 35, MEM: 1060, TEMP: 49, POWER: 111
2024-08-09T15:13:34Z - CPU: 77, MEM: 11945, TEMP: 67, POWER: 111
2024-08-09T15:13:35Z - CPU: 34, MEM: 11189, TEMP: 64, POWER: 42
2024-08-09T15:13:36Z - CPU: 89, MEM: 13605, TEMP: 64, POWER: 66
2024-08-09T15:13:37Z - CPU: 93, MEM: 9139, TEMP: 62, POWER: 81
2024-08-09T15:13:38Z - CPU: 81, MEM: 18538, TEMP: 55, POWER: 113
2024-08-09T15:13:39Z - CPU: 76, MEM: 31326, TEMP: 80, POWER: 61
2024-08-09T15:13:40Z - CPU: 97, MEM: 11417, TEMP: 71, POWER: 111
2024-08-09T15:13:41Z - CPU: 32, MEM: 8280, TEMP: 52, POWER: 65
2024-08-09T15:13:42Z - CPU: 48, MEM: 1912, TEMP: 40, POWER: 57
2024-08-09T15:13:43Z - CPU: 27, MEM: 11051, TEMP: 39, POWER: 40
2024-08-09T15:13:44Z - CPU: 95, MEM: 27375, TEMP: 85, POWER: 61
2024-08-09T15:13:45Z - CPU: 49, MEM: 10177, TEMP: 66, POWER: 76
2024-08-09T15:13:46Z - CPU: 92, MEM: 28557, TEMP: 81, POWER: 104
2024-08-09T15:13:47Z - CPU: 59, MEM: 31978, TEMP: 82, POWER: 119
2024-08-09T15:13:48Z - CPU: 69, MEM: 24324, TEMP: 32, POWER: 57
2024-08-09T15:13:49Z - CPU: 48, MEM: 24025, TEMP: 70, POWER: 98
2024-08-09T15:13:50Z - CPU: 78, MEM: 28329, TEMP: 56, POWER: 102
2024-08-09T15:13:51Z - CPU: 27, MEM: 19623, TEMP: 65, POWER: 54
2024-08-09T15:13:52Z - CPU: 97, MEM: 2549, TEMP: 47, POWER: 73
2024-08-09T15:13:53Z - CPU: 53, MEM: 11471, TEMP: 42, POWER: 113
2024-08-09T15:13:54Z - CPU: 26, MEM: 11527, TEMP: 81, POWER: 54
2024-08-09T15:13:55Z - CPU: 48, MEM: 26033, TEMP: 43, POWER: 103
2024-08-09T15:13:56Z - CPU: 33, MEM: 20255, TEMP: 88, POWER: 72
2024-08-09T15:13:57Z - CPU: 97, MEM: 5392, TEMP: 50, POWER: 95
2024-08-09T15:13:58Z - CPU: 60, MEM: 23844, TEMP: 38, POWER: 118
2024-08-09T15:13:59Z - CPU: 90, MEM: 20883, TEMP: 61, POWER: 78
2024-08-09T15:14:00Z - CPU: 23, MEM: 17439, TEMP: 77, POWER: 111
2024-08-09T15:14:01Z - CPU: 37, MEM: 870, TEMP: 54, POWER: 68
2024-08-09T15:14:02Z - CPU: 62, MEM: 3006, TEMP: 40, POWER: 78
2024-08-09T15:14:03Z - CPU: 22, MEM: 10267, TEMP: 73, POWER: 61
2024-08-09T15:14:04Z - CPU: 14, MEM: 1777, TEMP: 76, POWER: 93
2024-08-09T15:14:05Z - CPU: 22, MEM: 2178, TEMP: 51, POWER: 46
2024-08-09T15:14:06Z - CPU: 53, MEM: 28625, TEMP: 60, POWER: 56
2024-08-09T15:14:07Z - CPU: 26, MEM: 24406, TEMP: 81, POWER: 89
2024-08-09T15:14:08Z - CPU: 19, MEM: 28501, TEMP: 49, POWER: 60
2024-08-09T15:14:09Z - CPU: 35, MEM: 18320, TEMP: 32, POWER: 67
2024-08-09T15:14:10Z - CPU: 94, MEM: 15003, TEMP: 76, POWER: 46
2024-08-09T15:14:11Z - CPU: 83, MEM: 7057, TEMP: 35, POWER: 85
2024-08-09T15:14:12Z - CPU: 60, MEM: 7173, TEMP: 43, POWER: 62
2024-08-09T15:14:13Z - CPU: 64, MEM: 17979, TEMP: 53, POWER: 102
2024-08-09T15:14:14Z - CPU: 84, MEM: 26520, TEMP: 33, POWER: 105
2024-08-09T15:14:15Z - CPU: 42, MEM: 1399, TEMP: 34, POWER: 67
2024-08-09T15:14:16Z - CPU: 51, MEM: 1407, TEMP: 34, POWER: 114
2024-08-09T15:14:17Z - CPU: 33, MEM: 7698, TEMP: 86, POWER: 95
2024-08-09T15:14:18Z - CPU: 63, MEM: 3206, TEMP: 64, POWER: 52
2024-08-09T15:14:19Z - CPU: 79, MEM: 31609, TEMP: 40, POWER: 92
2024-08-09T15:14:20Z - CPU: 75, MEM: 27808, TEMP: 87, POWER: 115
2024-08-09T15:14:21Z - CPU: 36, MEM: 25857, TEMP: 70, POWER: 107
2024-08-09T15:14:22Z - CPU: 99, MEM: 10594, TEMP: 88, POWER: 70
2024-08-09T15:14:23Z - CPU: 80, MEM: 7937, TEMP: 77, POWER: 43
2024-08-09T15:14:24Z - CPU: 21, MEM: 9349, TEMP: 34, POWER: 98
2024-08-09T15:14:25Z - CPU: 24, MEM: 30517, TEMP: 44, POWER: 102
2024-08-09T15:14:26Z - CPU: 16, MEM: 30824, TEMP: 52, POWER: 108
2024-08-09T15:14:27Z - CPU: 59, MEM: 26428, TEMP: 88, POWER: 109
2024-08-09T15:14:28Z - CPU: 61, MEM: 25227, TEMP: 86, POWER: 49
2024-08-09T15:14:29Z - CPU: 32, MEM: 18203, TEMP: 82, POWER: 80
2024-08-09T15:14:30Z - CPU: 56, MEM: 15893, TEMP: 60, POWER: 82
2024-08-09T15:14:31Z - CPU: 13, MEM: 4025, TEMP: 61, POWER: 106
2024-08-09T15:14:32Z - CPU: 52, MEM: 3663, TEMP: 75, POWER: 75
2024-08-09T15:14:33Z - CPU: 32, MEM: 11617, TEMP: 61, POWER: 47
2024-08-09T15:14:34Z - CPU: 28, MEM: 6439, TEMP: 76, POWER: 49
2024-08-09T15:14:35Z - CPU: 88, MEM: 25155, TEMP: 75, POWER: 76
2024-08-09T15:14:36Z - CPU: 48, MEM: 4527, TEMP: 81, POWER: 95
2024-08-09T15:14:37Z - CPU: 90, MEM: 14579, TEMP: 71, POWER: 50
2024-08-09T15:14:38Z - CPU: 48, MEM: 21147, TEMP: 35, POWER: 50
2024-08-09T15:14:39Z - CPU: 34, MEM: 1768, TEMP: 43, POWER: 111
2024-08-09T15:14:40Z - CPU: 76, MEM: 10438, TEMP: 55, POWER: 85
2024-08-09T15:14:41Z - CPU: 18, MEM: 1309, TEMP: 67, POWER: 109
2024-08-09T15:14:42Z - CPU: 98, MEM: 11693, TEMP: 50, POWER: 73
2024-08-09T15:14:43Z - CPU: 92, MEM: 21493, TEMP: 48, POWER: 50
2024-08-09T15:14:44Z - CPU: 90, MEM: 12786, TEMP: 52, POWER: 80
2024-08-09T15:14:45Z - CPU: 85, MEM: 27375, TEMP: 85, POWER: 53
2024-08-09T15:14:46Z - CPU: 87, MEM: 14298, TEMP: 50, POWER: 91
2024-08-09T15:14:47Z - CPU: 51, MEM: 7670, TEMP: 67, POWER: 40
2024-08-09T15:14:48Z - CPU: 85, MEM: 1007, TEMP: 83, POWER: 96
2024-08-09T15:14:49Z - CPU: 41, MEM: 3700, TEMP: 50, POWER: 106
2024-08-09T15:14:50Z - CPU: 66, MEM: 6368, TEMP: 87, POWER: 119
2024-08-09T15:14:51Z - CPU: 91, MEM: 1977, TEMP: 62, POWER: 68
2024-08-09T15:14:52Z - CPU: 78, MEM: 7997, TEMP: 78, POWER: 99
2024-08-09T15:14:53Z - CPU: 98, MEM: 29049, TEMP: 39, POWER: 65
2024-08-09T15:14:54Z - CPU: 23, MEM: 25276, TEMP: 79, POWER: 94
2024-08-09T15:14:55Z - CPU: 19, MEM: 21067, TEMP: 66, POWER: 58
2024-08-09T15:14:56Z - CPU: 71, MEM: 15190, TEMP: 56, POWER: 54
